tf_id,arable_or_grazing_land,bare_earth_or_grass,coniferous_trees,construction_site,games_court,heath_or_rough_grassland,heath_or_rough_grassland_and_scattered_non_coniferous_trees_and_scrub,heath_or_rough_grassland_and_scrub,made_surface,marsh,mixed_trees,mixed_trees_and_scrub,non_coniferous_trees,non_coniferous_trees_and_scrub,residential_garden,scattered_non_coniferous_trees,scattered_non_coniferous_trees_and_scrub,scrub,sloping_masonry,steps,coniferous_trees_and_scrub,scattered_coniferous_trees,scattered_mixed_trees,tennis_court,boulders_or_rock,mud,mud_and_sand_or_shingle,runway,sand_or_shingle,scattered_mixed_trees_and_scrub,scattered_coniferous_trees_and_scrub,slipway,heath_or_rough_grassland_and_scattered_non_coniferous_trees,boulders_or_rock_and_mud_and_sand_or_shingle,boulders_or_rock_and_sand_or_shingle,orchard,slurry_bed,spoil_heap,marsh_and_non_coniferous_trees_and_scrub,quarry,livestock_pen,marsh_and_non_coniferous_trees,heath_or_rough_grassland_and_marsh,heath_or_rough_grassland_and_marsh_and_scattered_coniferous_trees,heath_or_rough_grassland_and_scattered_coniferous_trees,marsh_and_scrub,heath_or_rough_grassland_and_scattered_coniferous_trees_and_scrub,heath_or_rough_grassland_and_scattered_mixed_trees_and_scrub,heath_or_rough_grassland_and_scattered_rock_and_scrub
270,3032403.581317998,1220968.4932080014,407645.27833500004,45922.000639000005,33185.953335,580581.480619,372453.460808,125966.17801799998,299675.30126200005,106841.807474,103282.802273,19179.395634999997,560993.6446260001,311358.7213259999,1060471.9095039996,14025.122101999998,5939.3167379999995,37807.088551,276.1664,336.46653800000007,0,0,0,0,0,0,0,0,0,0,0,0,36625.389229,0,0,0,0,0,68079.498344,0,75.847,0,27.701075,51186.315505,883.19,80609.928075,0,0,0
272,678410.5633329999,851432.2029480006,72814.697298,212.065625,7373.588272,463808.12568800006,355569.324523,94222.08367999998,177601.17886200003,106841.807474,4194.04134,17490.926159,207834.05754000004,181199.284847,599706.5083269994,10650.751326999998,5939.3167379999995,15383.0033,0,232.83561200000003,0,0,0,0,0,0,0,0,0,0,0,0,36625.389229,0,0,0,0,0,68079.498344,0,0,0,27.701075,51186.315505,0,80609.928075,0,0,0
274,1700506.076493,831667.4313249986,0,0,8119.661372,124027.69600699999,0,66261.721165,200687.39849599983,0,7317.987880000001,4479.0575659999995,16276.508921,50936.744833000004,758781.7088099995,5646.118601,25405.291906,44711.729309999995,0,0,0,0,0,0,92941.900752,0,0,0,0,0,0,0,29484.36534,0,0,0,0,0,0,0,0,0,0,0,0,0,10986.755878,0,0
276,2481367.6135250013,241124.53209100003,130190.232697,0,922.5739990000001,908678.8288439999,39381.672144,132282.74546499999,178147.78365399994,9225.624914,145882.77947299997,45573.340677,143000.602168,201911.839624,285178.0936939999,1110.75795,0,2554.952784,26.213635,14.07781,19851.234516,0,0,0,0,0,0,0,0,0,0,0,8981.36635,0,0,0,290.738374,0,0,0,0,0,2860.19525,0,2254.59006,0,0,12106.210898000001,0
277,1063236.4241009997,847642.7502850001,78009.16954399999,2239.035412,276.210469,17326.956153,0,0,153826.743925,0,248776.96464799996,26482.751194999997,151998.67230099993,29396.321296000002,676752.161542,35750.418137,0,7649.3340339999995,544.571961,59.5896,0,0,0,2020.32985,0,0,0,0,605.78652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,660379.7163,896196.4200710003,0,19261.493771999998,4832.337225,949743.33483,0,56718.965639,310681.9377990002,0,68651.46871100001,25975.061670000003,33138.483100000005,27112.298064000002,731283.1433699998,1308.845652,0,2510.885359,800.591334,141.503768,0,0,0,1555.3436,0,0,0,311.596052,0,0,0,0,0,0,0,0,0,854.496513,0,0,0,0,0,0,0,0,0,0,0
279,0,940392.0823920007,1893.94102,10889.366161999998,13470.337013,35531.081288,0,9543.643417,238660.81376600018,0,74355.457003,101559.983681,84572.25464700001,357488.2955810001,904394.6349079991,16532.530989,21779.757035000002,7508.556658,1424.3563739999997,1368.5138220000001,1150.509252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,0,849218.8775350003,25678.021762,7064.623382,248.924343,111757.14291,0,7761.450401,216124.30371600005,0,80145.83962700002,164110.38094,88816.891054,141045.22614300004,1348378.2891250032,4014.212426,7055.042436999999,4984.752545999999,45.50574400000001,822.1161969999998,7711.138911,0,0,2821.902962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1022.439134
281,1339102.6465909998,812551.4284079999,0,31128.455805,264.845581,340659.71756900003,60760.649445,126049.118868,237705.408139,4614.123726,5098.893433,0,73384.742967,577873.1353410004,172160.9071659999,2089.726079,0,33895.941068,0,28.855328,0,0,0,0,0,0,0,0,0,0,0,103.5444,0,0,0,0,0,0,0,0,0,0,21792.225421000003,0,0,0,0,0,0
282,4681.154378,912274.3545980009,4327.893269,28067.743367,16625.240767,118770.37416900002,0,38867.236052,339956.62864200055,0,42587.25594300001,22231.201105,74953.840207,114890.23277000003,1146179.9105850027,44490.358528000004,36740.021107,43787.690184,287.636552,17.43874,0,0,0,2395.47367,0,0,0,0,0,0,4169.738559,0,39906.060575999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,21329.317912,1016310.8917110015,0,167240.973861,12534.986537,3991.850615,0,7829.163939,277094.70140400005,0,108301.441245,438.70675,89085.48615999997,152614.383459,833412.6954750023,3341.28895,35500.152135,3525.3512069999997,55.1805,177.12822400000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
