tf_id,plant_date,area,trees,lat,lon,date,year,month
331,08 December 2022,200, Rowan(Sorbus aucuparia) ,51.477261,-0.196531,2022-12-08,2022,12
331,08 December 2022,200, Spindle(Euonymus europaea) ,51.477261,-0.196531,2022-12-08,2022,12
331,08 December 2022,200, Wayfaring tree(Viburnum lantana) ,51.477261,-0.196531,2022-12-08,2022,12
331,08 December 2022,200, Whitebeam(Sorbus aria) ,51.477261,-0.196531,2022-12-08,2022,12
331,08 December 2022,200, Wild service tree(Sorbus torminalis) ,51.477261,-0.196531,2022-12-08,2022,12
331,08 December 2022,200," Willow, goat(Salix caprea)",51.477261,-0.196531,2022-12-08,2022,12
333,25 January 2023,200,Alder(Alnus glutinosa) ,52.63856294402582,-1.1955064940858189,2023-01-25,2023,1
333,25 January 2023,200, Alder buckthorn(Frangula alnus) ,52.63856294402582,-1.1955064940858189,2023-01-25,2023,1
333,25 January 2023,200," Birch, downy(Betula pubescens) ",52.63856294402582,-1.1955064940858189,2023-01-25,2023,1
333,25 January 2023,200," Birch, silver(Betula pendula) ",52.63856294402582,-1.1955064940858189,2023-01-25,2023,1
333,25 January 2023,200, Blackthorn(Prunus spinosa) ,52.63856294402582,-1.1955064940858189,2023-01-25,2023,1
333,25 January 2023,200," Buckthorn, purging(Rhamnus cathartica) ",52.63856294402582,-1.1955064940858189,2023-01-25,2023,1
333,25 January 2023,200," Cherry, bird(Prunus padus) ",52.63856294402582,-1.1955064940858189,2023-01-25,2023,1
333,25 January 2023,200, Dog Rose(Rosa canina) ,52.63856294402582,-1.1955064940858189,2023-01-25,2023,1
333,25 January 2023,200," Elm, wych(Ulmus glabra) ",52.63856294402582,-1.1955064940858189,2023-01-25,2023,1
333,25 January 2023,200," Guelder, rose(Viburnum opulus) ",52.63856294402582,-1.1955064940858189,2023-01-25,2023,1
333,25 January 2023,200, Hawthorn(Crataegus monogyna) ,52.63856294402582,-1.1955064940858189,2023-01-25,2023,1
333,25 January 2023,200, Holly(Ilex aquifolium) ,52.63856294402582,-1.1955064940858189,2023-01-25,2023,1
333,25 January 2023,200, Hornbeam(Carpinus betulus) ,52.63856294402582,-1.1955064940858189,2023-01-25,2023,1
333,25 January 2023,200," Lime, small-leaved(Tilia cordata) ",52.63856294402582,-1.1955064940858189,2023-01-25,2023,1
